date,state,rainfall
2017-04-01,Abia,0.0
2017-05-01,Abia,0.0
2017-06-01,Abia,0.0
2017-07-01,Abia,0.0
2017-08-01,Abia,0.0
2017-09-01,Abia,0.0
2017-10-01,Abia,0.0
2017-11-01,Abia,0.0
2017-12-01,Abia,0.0
2017-01-01,Abia,0.0
2017-02-01,Abia,0.0
2017-03-01,Abia,0.0
2018-04-01,Abia,0.0
2018-05-01,Abia,0.0
2018-06-01,Abia,0.0
2018-07-01,Abia,0.0
2018-08-01,Abia,0.0
2018-09-01,Abia,0.0
2018-10-01,Abia,0.0
2018-11-01,Abia,0.0
2018-12-01,Abia,0.0
2018-01-01,Abia,0.0
2018-02-01,Abia,0.0
2018-03-01,Abia,0.0
2019-04-01,Abia,0.0
2019-05-01,Abia,0.0
2019-06-01,Abia,0.0
2019-07-01,Abia,0.0
2019-08-01,Abia,0.0
2019-09-01,Abia,0.0
2019-10-01,Abia,0.0
2019-11-01,Abia,0.0
2019-12-01,Abia,0.0
2019-01-01,Abia,0.0
2019-02-01,Abia,0.0
2019-03-01,Abia,0.0
2020-04-01,Abia,0.0
2020-05-01,Abia,0.0
2020-06-01,Abia,0.0
2020-07-01,Abia,0.0
2020-08-01,Abia,0.0
2020-09-01,Abia,0.0
2020-10-01,Abia,0.0
2020-11-01,Abia,0.0
2020-12-01,Abia,0.0
2020-01-01,Abia,0.0
2020-02-01,Abia,0.0
2020-03-01,Abia,0.0
2021-04-01,Abia,0.0
2021-05-01,Abia,0.0
2021-06-01,Abia,0.0
2021-07-01,Abia,0.0
2021-08-01,Abia,0.0
2021-09-01,Abia,0.0
2021-10-01,Abia,0.0
2021-11-01,Abia,0.0
2021-12-01,Abia,0.0
2021-01-01,Abia,0.0
2021-02-01,Abia,0.0
2021-03-01,Abia,0.0
2022-04-01,Abia,0.0
2022-05-01,Abia,0.0
2022-06-01,Abia,0.0
2022-07-01,Abia,0.0
2022-08-01,Abia,0.0
2022-09-01,Abia,0.0
2022-10-01,Abia,0.0
2022-11-01,Abia,0.0
2022-12-01,Abia,0.0
2022-01-01,Abia,0.0
2022-02-01,Abia,0.0
2022-03-01,Abia,0.0
2023-04-01,Abia,0.0
2023-05-01,Abia,0.0
2023-06-01,Abia,0.0
2023-07-01,Abia,132.5
2023-08-01,Abia,203.48500000000004
2023-09-01,Abia,410.5
2023-10-01,Abia,350.268
2023-11-01,Abia,56.782000000000004
2023-12-01,Abia,0.0
2023-01-01,Abia,0.0
2023-02-01,Abia,24.4
2023-03-01,Abia,97.833
2024-04-01,Abia,92.61000000000001
2024-05-01,Abia,187.49299999999997
2024-06-01,Abia,266.0
2024-07-01,Abia,408.3
2024-08-01,Abia,148.44400000000002
2024-09-01,Abia,287.73499999999996
2024-10-01,Abia,275.454
2024-11-01,Abia,9.611
2024-12-01,Abia,0.0
2017-04-01,Adamawa,69.8
2017-05-01,Adamawa,161.8
2017-06-01,Adamawa,114.0
2017-07-01,Adamawa,239.7
2017-08-01,Adamawa,158.0
2017-09-01,Adamawa,172.4
2017-10-01,Adamawa,0.0
2017-11-01,Adamawa,0.0
2017-12-01,Adamawa,0.0
2017-01-01,Adamawa,0.0
2017-02-01,Adamawa,0.0
2017-03-01,Adamawa,0.0
2018-04-01,Adamawa,8.6
2018-05-01,Adamawa,104.5
2018-06-01,Adamawa,178.2
2018-07-01,Adamawa,233.1
2018-08-01,Adamawa,144.8
2018-09-01,Adamawa,262.9
2018-10-01,Adamawa,38.5
2018-11-01,Adamawa,0.0
2018-12-01,Adamawa,0.0
2018-01-01,Adamawa,0.0
2018-02-01,Adamawa,0.0
2018-03-01,Adamawa,0.0
2019-04-01,Adamawa,20.5
2019-05-01,Adamawa,140.5
2019-06-01,Adamawa,169.8
2019-07-01,Adamawa,144.8
2019-08-01,Adamawa,310.8
2019-09-01,Adamawa,236.0
2019-10-01,Adamawa,247.8
2019-11-01,Adamawa,0.0
2019-12-01,Adamawa,0.0
2019-01-01,Adamawa,0.0
2019-02-01,Adamawa,0.0
2019-03-01,Adamawa,0.0
2020-04-01,Adamawa,12.1
2020-05-01,Adamawa,44.8
2020-06-01,Adamawa,154.0
2020-07-01,Adamawa,296.8
2020-08-01,Adamawa,117.0
2020-09-01,Adamawa,162.5
2020-10-01,Adamawa,60.5
2020-11-01,Adamawa,0.0
2020-12-01,Adamawa,0.0
2020-01-01,Adamawa,0.0
2020-02-01,Adamawa,0.0
2020-03-01,Adamawa,0.0
2021-04-01,Adamawa,4.0
2021-05-01,Adamawa,129.7
2021-06-01,Adamawa,130.9
2021-07-01,Adamawa,100.5
2021-08-01,Adamawa,205.4
2021-09-01,Adamawa,185.5
2021-10-01,Adamawa,12.7
2021-11-01,Adamawa,0.0
2021-12-01,Adamawa,0.0
2021-01-01,Adamawa,42.8
2021-02-01,Adamawa,0.0
2021-03-01,Adamawa,53.6
2022-04-01,Adamawa,279.5
2022-05-01,Adamawa,382.5
2022-06-01,Adamawa,207.4
2022-07-01,Adamawa,308.7
2022-08-01,Adamawa,115.2
2022-09-01,Adamawa,472.8
2022-10-01,Adamawa,380.1
2022-11-01,Adamawa,3.0
2022-12-01,Adamawa,0.0
2022-01-01,Adamawa,14.8
2022-02-01,Adamawa,0.0
2022-03-01,Adamawa,153.7
2023-04-01,Adamawa,232.0
2023-05-01,Adamawa,199.5
2023-06-01,Adamawa,242.8
2023-07-01,Adamawa,153.102
2023-08-01,Adamawa,206.495
2023-09-01,Adamawa,211.29600000000002
2023-10-01,Adamawa,74.19699999999999
2023-11-01,Adamawa,0.001
2023-12-01,Adamawa,0.0
2023-01-01,Adamawa,0.0
2023-02-01,Adamawa,0.0
2023-03-01,Adamawa,0.0
2024-04-01,Adamawa,6.704
2024-05-01,Adamawa,17.488999999999997
2024-06-01,Adamawa,202.887
2024-07-01,Adamawa,88.00800000000001
2024-08-01,Adamawa,159.404
2024-09-01,Adamawa,189.796
2024-10-01,Adamawa,148.69600000000003
2024-11-01,Adamawa,0.0
2024-12-01,Adamawa,0.0
2017-04-01,Borno,0.0
2017-05-01,Borno,52.4
2017-06-01,Borno,173.1
2017-07-01,Borno,227.8
2017-08-01,Borno,236.9
2017-09-01,Borno,59.2
2017-10-01,Borno,0.0
2017-11-01,Borno,0.0
2017-12-01,Borno,0.0
2017-01-01,Borno,0.0
2017-02-01,Borno,0.0
2017-03-01,Borno,0.0
2018-04-01,Borno,1.7
2018-05-01,Borno,18.8
2018-06-01,Borno,79.1
2018-07-01,Borno,303.6
2018-08-01,Borno,298.7
2018-09-01,Borno,230.6
2018-10-01,Borno,71.8
2018-11-01,Borno,0.0
2018-12-01,Borno,0.0
2018-01-01,Borno,0.0
2018-02-01,Borno,0.0
2018-03-01,Borno,0.0
2019-04-01,Borno,0.0
2019-05-01,Borno,71.7
2019-06-01,Borno,49.5
2019-07-01,Borno,209.1
2019-08-01,Borno,409.4
2019-09-01,Borno,119.6
2019-10-01,Borno,130.0
2019-11-01,Borno,0.0
2019-12-01,Borno,0.0
2019-01-01,Borno,0.0
2019-02-01,Borno,0.0
2019-03-01,Borno,0.0
2020-04-01,Borno,0.0
2020-05-01,Borno,38.4
2020-06-01,Borno,142.1
2020-07-01,Borno,345.8
2020-08-01,Borno,448.5
2020-09-01,Borno,461.5
2020-10-01,Borno,3.0
2020-11-01,Borno,0.0
2020-12-01,Borno,0.0
2020-01-01,Borno,0.0
2020-02-01,Borno,0.0
2020-03-01,Borno,0.0
2021-04-01,Borno,0.0
2021-05-01,Borno,8.6
2021-06-01,Borno,122.0
2021-07-01,Borno,346.4
2021-08-01,Borno,254.3
2021-09-01,Borno,328.9
2021-10-01,Borno,0.0
2021-11-01,Borno,0.0
2021-12-01,Borno,0.0
2021-01-01,Borno,1.8
2021-02-01,Borno,0.2
2021-03-01,Borno,0.0
2022-04-01,Borno,112.9
2022-05-01,Borno,106.8
2022-06-01,Borno,179.1
2022-07-01,Borno,196.5
2022-08-01,Borno,298.0
2022-09-01,Borno,229.9
2022-10-01,Borno,144.5
2022-11-01,Borno,0.0
2022-12-01,Borno,0.0
2022-01-01,Borno,0.0
2022-02-01,Borno,0.0
2022-03-01,Borno,0.5
2023-04-01,Borno,101.0
2023-05-01,Borno,217.3
2023-06-01,Borno,117.9
2023-07-01,Borno,46.6
2023-08-01,Borno,274.59000000000003
2023-09-01,Borno,230.778
2023-10-01,Borno,18.097
2023-11-01,Borno,0.0
2023-12-01,Borno,0.0
2023-01-01,Borno,0.0
2023-02-01,Borno,0.6
2023-03-01,Borno,0.0
2024-04-01,Borno,0.0
2024-05-01,Borno,0.8999999999999999
2024-06-01,Borno,264.37500000000006
2024-07-01,Borno,244.072
2024-08-01,Borno,244.195
2024-09-01,Borno,241.674
2024-10-01,Borno,27.996
2024-11-01,Borno,0.0
2024-12-01,Borno,0.0
2017-04-01,Gombe,33.3
2017-05-01,Gombe,165.7
2017-06-01,Gombe,166.9
2017-07-01,Gombe,237.7
2017-08-01,Gombe,186.0
2017-09-01,Gombe,207.9
2017-10-01,Gombe,27.9
2017-11-01,Gombe,0.0
2017-12-01,Gombe,0.0
2017-01-01,Gombe,0.0
2017-02-01,Gombe,0.0
2017-03-01,Gombe,0.0
2018-04-01,Gombe,0.0
2018-05-01,Gombe,139.0
2018-06-01,Gombe,96.8
2018-07-01,Gombe,224.5
2018-08-01,Gombe,431.1
2018-09-01,Gombe,381.6
2018-10-01,Gombe,21.0
2018-11-01,Gombe,0.0
2018-12-01,Gombe,0.0
2018-01-01,Gombe,0.0
2018-02-01,Gombe,0.0
2018-03-01,Gombe,0.0
2019-04-01,Gombe,10.0
2019-05-01,Gombe,105.9
2019-06-01,Gombe,429.0
2019-07-01,Gombe,371.3
2019-08-01,Gombe,266.0
2019-09-01,Gombe,125.0
2019-10-01,Gombe,236.4
2019-11-01,Gombe,0.0
2019-12-01,Gombe,0.0
2019-01-01,Gombe,0.0
2019-02-01,Gombe,0.0
2019-03-01,Gombe,29.0
2020-04-01,Gombe,31.7
2020-05-01,Gombe,145.4
2020-06-01,Gombe,193.2
2020-07-01,Gombe,387.8
2020-08-01,Gombe,282.4
2020-09-01,Gombe,261.0
2020-10-01,Gombe,59.1
2020-11-01,Gombe,0.0
2020-12-01,Gombe,0.0
2020-01-01,Gombe,0.0
2020-02-01,Gombe,0.0
2020-03-01,Gombe,0.0
2021-04-01,Gombe,54.6
2021-05-01,Gombe,56.9
2021-06-01,Gombe,208.4
2021-07-01,Gombe,259.1
2021-08-01,Gombe,257.0
2021-09-01,Gombe,135.5
2021-10-01,Gombe,28.6
2021-11-01,Gombe,0.0
2021-12-01,Gombe,0.0
2021-01-01,Gombe,0.0
2021-02-01,Gombe,0.0
2021-03-01,Gombe,0.0
2022-04-01,Gombe,43.4
2022-05-01,Gombe,166.0
2022-06-01,Gombe,179.5
2022-07-01,Gombe,261.1
2022-08-01,Gombe,439.5
2022-09-01,Gombe,284.2
2022-10-01,Gombe,89.3
2022-11-01,Gombe,0.0
2022-12-01,Gombe,0.0
2022-01-01,Gombe,0.0
2022-02-01,Gombe,0.0
2022-03-01,Gombe,0.0
2023-04-01,Gombe,27.0
2023-05-01,Gombe,121.7
2023-06-01,Gombe,156.4
2023-07-01,Gombe,124.498
2023-08-01,Gombe,216.53
2023-09-01,Gombe,146.399
2023-10-01,Gombe,103.59800000000001
2023-11-01,Gombe,5.5
2023-12-01,Gombe,0.0
2023-01-01,Gombe,0.0
2023-02-01,Gombe,0.0
2023-03-01,Gombe,1.7959999999999998
2024-04-01,Gombe,0.0
2024-05-01,Gombe,23.583
2024-06-01,Gombe,104.899
2024-07-01,Gombe,164.0
2024-08-01,Gombe,210.402
2024-09-01,Gombe,130.793
2024-10-01,Gombe,65.5
2024-11-01,Gombe,0.0
2024-12-01,Gombe,0.0
2017-04-01,Jigawa,0.0
2017-05-01,Jigawa,0.0
2017-06-01,Jigawa,0.0
2017-07-01,Jigawa,0.0
2017-08-01,Jigawa,0.0
2017-09-01,Jigawa,0.0
2017-10-01,Jigawa,0.0
2017-11-01,Jigawa,0.0
2017-12-01,Jigawa,0.0
2017-01-01,Jigawa,0.0
2017-02-01,Jigawa,0.0
2017-03-01,Jigawa,0.0
2018-04-01,Jigawa,0.0
2018-05-01,Jigawa,0.0
2018-06-01,Jigawa,0.0
2018-07-01,Jigawa,0.0
2018-08-01,Jigawa,0.0
2018-09-01,Jigawa,0.0
2018-10-01,Jigawa,0.0
2018-11-01,Jigawa,0.0
2018-12-01,Jigawa,0.0
2018-01-01,Jigawa,0.0
2018-02-01,Jigawa,0.0
2018-03-01,Jigawa,0.0
2019-04-01,Jigawa,0.0
2019-05-01,Jigawa,0.0
2019-06-01,Jigawa,0.0
2019-07-01,Jigawa,0.0
2019-08-01,Jigawa,0.0
2019-09-01,Jigawa,0.0
2019-10-01,Jigawa,0.0
2019-11-01,Jigawa,0.0
2019-12-01,Jigawa,0.0
2019-01-01,Jigawa,0.0
2019-02-01,Jigawa,0.0
2019-03-01,Jigawa,0.0
2020-04-01,Jigawa,0.0
2020-05-01,Jigawa,0.0
2020-06-01,Jigawa,0.0
2020-07-01,Jigawa,0.0
2020-08-01,Jigawa,0.0
2020-09-01,Jigawa,0.0
2020-10-01,Jigawa,0.0
2020-11-01,Jigawa,0.0
2020-12-01,Jigawa,0.0
2020-01-01,Jigawa,0.0
2020-02-01,Jigawa,0.0
2020-03-01,Jigawa,0.0
2021-04-01,Jigawa,0.0
2021-05-01,Jigawa,0.0
2021-06-01,Jigawa,0.0
2021-07-01,Jigawa,0.0
2021-08-01,Jigawa,0.0
2021-09-01,Jigawa,0.0
2021-10-01,Jigawa,0.0
2021-11-01,Jigawa,0.0
2021-12-01,Jigawa,0.0
2021-01-01,Jigawa,0.0
2021-02-01,Jigawa,0.0
2021-03-01,Jigawa,0.0
2022-04-01,Jigawa,0.0
2022-05-01,Jigawa,0.0
2022-06-01,Jigawa,0.0
2022-07-01,Jigawa,0.0
2022-08-01,Jigawa,0.0
2022-09-01,Jigawa,0.0
2022-10-01,Jigawa,0.0
2022-11-01,Jigawa,0.0
2022-12-01,Jigawa,0.0
2022-01-01,Jigawa,0.0
2022-02-01,Jigawa,0.0
2022-03-01,Jigawa,0.0
2023-04-01,Jigawa,0.0
2023-05-01,Jigawa,0.0
2023-06-01,Jigawa,0.0
2023-07-01,Jigawa,184.19800000000004
2023-08-01,Jigawa,275.59200000000004
2023-09-01,Jigawa,65.974
2023-10-01,Jigawa,48.196
2023-11-01,Jigawa,0.001
2023-12-01,Jigawa,0.0
2023-01-01,Jigawa,0.0
2023-02-01,Jigawa,0.3
2023-03-01,Jigawa,0.0
2024-04-01,Jigawa,0.0
2024-05-01,Jigawa,25.671999999999997
2024-06-01,Jigawa,229.79399999999998
2024-07-01,Jigawa,233.94400000000002
2024-08-01,Jigawa,482.87699999999995
2024-09-01,Jigawa,264.148
2024-10-01,Jigawa,24.238
2024-11-01,Jigawa,0.0
2024-12-01,Jigawa,0.0
2017-04-01,Kaduna,13.2
2017-05-01,Kaduna,351.3
2017-06-01,Kaduna,293.0
2017-07-01,Kaduna,387.9
2017-08-01,Kaduna,316.0
2017-09-01,Kaduna,273.6
2017-10-01,Kaduna,18.8
2017-11-01,Kaduna,0.0
2017-12-01,Kaduna,0.0
2017-01-01,Kaduna,0.0
2017-02-01,Kaduna,0.0
2017-03-01,Kaduna,0.0
2018-04-01,Kaduna,7.8
2018-05-01,Kaduna,127.0
2018-06-01,Kaduna,259.0
2018-07-01,Kaduna,297.1
2018-08-01,Kaduna,550.3
2018-09-01,Kaduna,269.8
2018-10-01,Kaduna,268.6
2018-11-01,Kaduna,0.0
2018-12-01,Kaduna,0.0
2018-01-01,Kaduna,0.0
2018-02-01,Kaduna,9.4
2018-03-01,Kaduna,27.8
2019-04-01,Kaduna,34.2
2019-05-01,Kaduna,124.9
2019-06-01,Kaduna,164.6
2019-07-01,Kaduna,329.6
2019-08-01,Kaduna,233.5
2019-09-01,Kaduna,470.3
2019-10-01,Kaduna,225.5
2019-11-01,Kaduna,0.0
2019-12-01,Kaduna,0.0
2019-01-01,Kaduna,0.0
2019-02-01,Kaduna,0.0
2019-03-01,Kaduna,15.6
2020-04-01,Kaduna,49.3
2020-05-01,Kaduna,105.9
2020-06-01,Kaduna,242.4
2020-07-01,Kaduna,432.8
2020-08-01,Kaduna,551.2
2020-09-01,Kaduna,327.7
2020-10-01,Kaduna,141.1
2020-11-01,Kaduna,0.0
2020-12-01,Kaduna,0.0
2020-01-01,Kaduna,0.0
2020-02-01,Kaduna,0.0
2020-03-01,Kaduna,0.0
2021-04-01,Kaduna,44.7
2021-05-01,Kaduna,152.6
2021-06-01,Kaduna,243.2
2021-07-01,Kaduna,237.9
2021-08-01,Kaduna,343.1
2021-09-01,Kaduna,331.6
2021-10-01,Kaduna,81.7
2021-11-01,Kaduna,0.0
2021-12-01,Kaduna,0.0
2021-01-01,Kaduna,0.0
2021-02-01,Kaduna,0.0
2021-03-01,Kaduna,0.0
2022-04-01,Kaduna,7.9
2022-05-01,Kaduna,0.3
2022-06-01,Kaduna,141.9
2022-07-01,Kaduna,151.0
2022-08-01,Kaduna,460.2
2022-09-01,Kaduna,253.3
2022-10-01,Kaduna,7.5
2022-11-01,Kaduna,0.0
2022-12-01,Kaduna,0.0
2022-01-01,Kaduna,0.0
2022-02-01,Kaduna,0.0
2022-03-01,Kaduna,0.0
2023-04-01,Kaduna,15.0
2023-05-01,Kaduna,60.8
2023-06-01,Kaduna,165.0
2023-07-01,Kaduna,97.86300000000004
2023-08-01,Kaduna,266.01599999999996
2023-09-01,Kaduna,289.47099999999995
2023-10-01,Kaduna,13.503
2023-11-01,Kaduna,36.897999999999996
2023-12-01,Kaduna,0.0
2023-01-01,Kaduna,0.0
2023-02-01,Kaduna,0.298
2023-03-01,Kaduna,0.0
2024-04-01,Kaduna,18.604
2024-05-01,Kaduna,189.18800000000002
2024-06-01,Kaduna,75.162
2024-07-01,Kaduna,211.80300000000005
2024-08-01,Kaduna,186.62800000000004
2024-09-01,Kaduna,279.594
2024-10-01,Kaduna,141.493
2024-11-01,Kaduna,0.0
2024-12-01,Kaduna,0.0
2017-04-01,Kano,0.0
2017-05-01,Kano,48.1
2017-06-01,Kano,184.5
2017-07-01,Kano,144.3
2017-08-01,Kano,257.0
2017-09-01,Kano,163.9
2017-10-01,Kano,2.6
2017-11-01,Kano,0.0
2017-12-01,Kano,0.0
2017-01-01,Kano,0.0
2017-02-01,Kano,0.0
2017-03-01,Kano,0.0
2018-04-01,Kano,0.0
2018-05-01,Kano,109.0
2018-06-01,Kano,179.9
2018-07-01,Kano,146.0
2018-08-01,Kano,218.8
2018-09-01,Kano,127.3
2018-10-01,Kano,12.1
2018-11-01,Kano,0.0
2018-12-01,Kano,0.0
2018-01-01,Kano,0.0
2018-02-01,Kano,0.0
2018-03-01,Kano,0.0
2019-04-01,Kano,0.0
2019-05-01,Kano,35.1
2019-06-01,Kano,67.5
2019-07-01,Kano,309.3
2019-08-01,Kano,304.7
2019-09-01,Kano,20.3
2019-10-01,Kano,24.7
2019-11-01,Kano,0.0
2019-12-01,Kano,0.0
2019-01-01,Kano,0.0
2019-02-01,Kano,0.0
2019-03-01,Kano,0.0
2020-04-01,Kano,0.0
2020-05-01,Kano,15.5
2020-06-01,Kano,132.1
2020-07-01,Kano,321.5
2020-08-01,Kano,305.2
2020-09-01,Kano,171.2
2020-10-01,Kano,47.6
2020-11-01,Kano,0.0
2020-12-01,Kano,0.0
2020-01-01,Kano,0.0
2020-02-01,Kano,0.0
2020-03-01,Kano,0.0
2021-04-01,Kano,0.0
2021-05-01,Kano,87.6
2021-06-01,Kano,67.1
2021-07-01,Kano,310.3
2021-08-01,Kano,124.6
2021-09-01,Kano,161.7
2021-10-01,Kano,9.4
2021-11-01,Kano,13.0
2021-12-01,Kano,0.0
2021-01-01,Kano,0.0
2021-02-01,Kano,0.0
2021-03-01,Kano,0.0
2022-04-01,Kano,0.0
2022-05-01,Kano,54.7
2022-06-01,Kano,148.4
2022-07-01,Kano,167.9
2022-08-01,Kano,261.7
2022-09-01,Kano,186.1
2022-10-01,Kano,8.0
2022-11-01,Kano,0.0
2022-12-01,Kano,0.0
2022-01-01,Kano,0.0
2022-02-01,Kano,0.0
2022-03-01,Kano,0.0
2023-04-01,Kano,0.0
2023-05-01,Kano,24.8
2023-06-01,Kano,108.3
2023-07-01,Kano,181.41400000000004
2023-08-01,Kano,207.60699999999997
2023-09-01,Kano,104.297
2023-10-01,Kano,70.089
2023-11-01,Kano,0.001
2023-12-01,Kano,0.0
2023-01-01,Kano,0.0
2023-02-01,Kano,0.0
2023-03-01,Kano,0.0
2024-04-01,Kano,0.0
2024-05-01,Kano,26.0
2024-06-01,Kano,151.13700000000003
2024-07-01,Kano,201.197
2024-08-01,Kano,298.90399999999994
2024-09-01,Kano,239.06600000000006
2024-10-01,Kano,24.200000000000006
2024-11-01,Kano,0.0
2024-12-01,Kano,0.0
2017-04-01,Katsina,11.9
2017-05-01,Katsina,9.1
2017-06-01,Katsina,110.5
2017-07-01,Katsina,143.2
2017-08-01,Katsina,186.1
2017-09-01,Katsina,215.3
2017-10-01,Katsina,0.0
2017-11-01,Katsina,0.0
2017-12-01,Katsina,0.0
2017-01-01,Katsina,0.0
2017-02-01,Katsina,0.0
2017-03-01,Katsina,0.0
2018-04-01,Katsina,2.0
2018-05-01,Katsina,95.4
2018-06-01,Katsina,64.7
2018-07-01,Katsina,274.1
2018-08-01,Katsina,212.2
2018-09-01,Katsina,122.8
2018-10-01,Katsina,3.0
2018-11-01,Katsina,0.0
2018-12-01,Katsina,0.0
2018-01-01,Katsina,0.0
2018-02-01,Katsina,0.0
2018-03-01,Katsina,0.0
2019-04-01,Katsina,0.0
2019-05-01,Katsina,85.3
2019-06-01,Katsina,80.9
2019-07-01,Katsina,172.3
2019-08-01,Katsina,221.2
2019-09-01,Katsina,114.3
2019-10-01,Katsina,22.2
2019-11-01,Katsina,0.0
2019-12-01,Katsina,0.0
2019-01-01,Katsina,0.0
2019-02-01,Katsina,0.0
2019-03-01,Katsina,0.0
2020-04-01,Katsina,5.6
2020-05-01,Katsina,9.0
2020-06-01,Katsina,102.8
2020-07-01,Katsina,313.1
2020-08-01,Katsina,314.3
2020-09-01,Katsina,97.0
2020-10-01,Katsina,33.9
