date,state,rainfall
2020-11-01,Katsina,0.0
2020-12-01,Katsina,0.0
2020-01-01,Katsina,0.0
2020-02-01,Katsina,0.0
2020-03-01,Katsina,0.0
2021-04-01,Katsina,0.0
2021-05-01,Katsina,0.0
2021-06-01,Katsina,58.6
2021-07-01,Katsina,193.4
2021-08-01,Katsina,290.2
2021-09-01,Katsina,144.7
2021-10-01,Katsina,0.0
2021-11-01,Katsina,0.0
2021-12-01,Katsina,0.0
2021-01-01,Katsina,0.0
2021-02-01,Katsina,0.0
2021-03-01,Katsina,0.0
2022-04-01,Katsina,0.0
2022-05-01,Katsina,1.9
2022-06-01,Katsina,92.1
2022-07-01,Katsina,184.5
2022-08-01,Katsina,301.9
2022-09-01,Katsina,184.2
2022-10-01,Katsina,37.6
2022-11-01,Katsina,0.0
2022-12-01,Katsina,0.0
2022-01-01,Katsina,0.0
2022-02-01,Katsina,0.0
2022-03-01,Katsina,0.0
2023-04-01,Katsina,1.0
2023-05-01,Katsina,17.1
2023-06-01,Katsina,97.2
2023-07-01,Katsina,135.80300000000003
2023-08-01,Katsina,212.72400000000002
2023-09-01,Katsina,97.197
2023-10-01,Katsina,1.6
2023-11-01,Katsina,0.0
2023-12-01,Katsina,0.0
2023-01-01,Katsina,0.0
2023-02-01,Katsina,0.0
2023-03-01,Katsina,0.0
2024-04-01,Katsina,0.0
2024-05-01,Katsina,32.897
2024-06-01,Katsina,81.542
2024-07-01,Katsina,114.103
2024-08-01,Katsina,270.499
2024-09-01,Katsina,155.89600000000002
2024-10-01,Katsina,14.499
2024-11-01,Katsina,0.0
2024-12-01,Katsina,0.0
2017-04-01,Kebbi,18.7
2017-05-01,Kebbi,186.6
2017-06-01,Kebbi,174.2
2017-07-01,Kebbi,172.0
2017-08-01,Kebbi,478.0
2017-09-01,Kebbi,278.8
2017-10-01,Kebbi,14.2
2017-11-01,Kebbi,0.0
2017-12-01,Kebbi,0.0
2017-01-01,Kebbi,0.0
2017-02-01,Kebbi,0.0
2017-03-01,Kebbi,0.0
2018-04-01,Kebbi,6.5
2018-05-01,Kebbi,64.1
2018-06-01,Kebbi,163.3
2018-07-01,Kebbi,419.2
2018-08-01,Kebbi,414.5
2018-09-01,Kebbi,210.4
2018-10-01,Kebbi,158.1
2018-11-01,Kebbi,0.0
2018-12-01,Kebbi,0.0
2018-01-01,Kebbi,0.0
2018-02-01,Kebbi,0.0
2018-03-01,Kebbi,0.0
2019-04-01,Kebbi,37.8
2019-05-01,Kebbi,104.8
2019-06-01,Kebbi,72.2
2019-07-01,Kebbi,135.0
2019-08-01,Kebbi,327.0
2019-09-01,Kebbi,336.8
2019-10-01,Kebbi,210.9
2019-11-01,Kebbi,0.0
2019-12-01,Kebbi,0.0
2019-01-01,Kebbi,0.0
2019-02-01,Kebbi,0.0
2019-03-01,Kebbi,0.0
2020-04-01,Kebbi,28.2
2020-05-01,Kebbi,56.0
2020-06-01,Kebbi,89.7
2020-07-01,Kebbi,311.3
2020-08-01,Kebbi,449.0
2020-09-01,Kebbi,303.2
2020-10-01,Kebbi,108.2
2020-11-01,Kebbi,0.0
2020-12-01,Kebbi,0.0
2020-01-01,Kebbi,0.0
2020-02-01,Kebbi,0.0
2020-03-01,Kebbi,0.0
2021-04-01,Kebbi,6.4
2021-05-01,Kebbi,52.8
2021-06-01,Kebbi,148.4
2021-07-01,Kebbi,155.7
2021-08-01,Kebbi,315.8
2021-09-01,Kebbi,162.4
2021-10-01,Kebbi,35.2
2021-11-01,Kebbi,0.0
2021-12-01,Kebbi,0.0
2021-01-01,Kebbi,0.0
2021-02-01,Kebbi,0.0
2021-03-01,Kebbi,0.0
2022-04-01,Kebbi,123.1
2022-05-01,Kebbi,168.3
2022-06-01,Kebbi,150.7
2022-07-01,Kebbi,265.1
2022-08-01,Kebbi,301.7
2022-09-01,Kebbi,303.2
2022-10-01,Kebbi,57.4
2022-11-01,Kebbi,0.0
2022-12-01,Kebbi,0.0
2022-01-01,Kebbi,0.0
2022-02-01,Kebbi,0.0
2022-03-01,Kebbi,0.0
2023-04-01,Kebbi,77.5
2023-05-01,Kebbi,50.0
2023-06-01,Kebbi,114.5
2023-07-01,Kebbi,163.266
2023-08-01,Kebbi,265.9
2023-09-01,Kebbi,139.178
2023-10-01,Kebbi,12.9
2023-11-01,Kebbi,6.708
2023-12-01,Kebbi,0.779
2023-01-01,Kebbi,0.0
2023-02-01,Kebbi,0.0
2023-03-01,Kebbi,0.0
2024-04-01,Kebbi,27.695999999999998
2024-05-01,Kebbi,63.760000000000005
2024-06-01,Kebbi,109.271
2024-07-01,Kebbi,166.823
2024-08-01,Kebbi,388.957
2024-09-01,Kebbi,194.02100000000002
2024-10-01,Kebbi,27.48699999999999
2024-11-01,Kebbi,0.0
2024-12-01,Kebbi,1.4
2017-04-01,Lagos,15.200000000000001
2017-05-01,Lagos,38.63333333333333
2017-06-01,Lagos,61.71666666666667
2017-07-01,Lagos,49.35
2017-08-01,Lagos,15.549999999999999
2017-09-01,Lagos,29.483333333333334
2017-10-01,Lagos,34.85
2017-11-01,Lagos,4.633333333333334
2017-12-01,Lagos,4.8500000000000005
2017-01-01,Lagos,0.0
2017-02-01,Lagos,7.883333333333333
2017-03-01,Lagos,13.049999999999999
2018-04-01,Lagos,19.533333333333335
2018-05-01,Lagos,46.15
2018-06-01,Lagos,30.616666666666664
2018-07-01,Lagos,33.56666666666667
2018-08-01,Lagos,18.150000000000002
2018-09-01,Lagos,43.416666666666664
2018-10-01,Lagos,25.633333333333336
2018-11-01,Lagos,6.25
2018-12-01,Lagos,1.8499999999999999
2018-01-01,Lagos,21.95
2018-02-01,Lagos,28.766666666666666
2018-03-01,Lagos,7.25
2019-04-01,Lagos,26.05
2019-05-01,Lagos,43.1
2019-06-01,Lagos,55.38333333333333
2019-07-01,Lagos,24.816666666666666
2019-08-01,Lagos,9.583333333333334
2019-09-01,Lagos,40.583333333333336
2019-10-01,Lagos,69.25
2019-11-01,Lagos,11.85
2019-12-01,Lagos,10.816666666666668
2019-01-01,Lagos,2.3333333333333335
2019-02-01,Lagos,2.3000000000000003
2019-03-01,Lagos,8.916666666666666
2020-04-01,Lagos,22.116666666666664
2020-05-01,Lagos,18.433333333333334
2020-06-01,Lagos,68.96666666666667
2020-07-01,Lagos,29.733333333333334
2020-08-01,Lagos,0.5166666666666667
2020-09-01,Lagos,35.800000000000004
2020-10-01,Lagos,13.416666666666666
2020-11-01,Lagos,17.466666666666665
2020-12-01,Lagos,9.516666666666667
2020-01-01,Lagos,2.316666666666667
2020-02-01,Lagos,4.3
2020-03-01,Lagos,17.333333333333332
2021-04-01,Lagos,19.566666666666666
2021-05-01,Lagos,19.466666666666665
2021-06-01,Lagos,51.98333333333333
2021-07-01,Lagos,32.4
2021-08-01,Lagos,13.133333333333333
2021-09-01,Lagos,61.15
2021-10-01,Lagos,23.849999999999998
2021-11-01,Lagos,34.166666666666664
2021-12-01,Lagos,0.0
2021-01-01,Lagos,0.0
2021-02-01,Lagos,0.0
2021-03-01,Lagos,8.316666666666666
2022-04-01,Lagos,28.633333333333336
2022-05-01,Lagos,14.700000000000001
2022-06-01,Lagos,43.26666666666667
2022-07-01,Lagos,41.333333333333336
2022-08-01,Lagos,13.4
2022-09-01,Lagos,48.76666666666667
2022-10-01,Lagos,24.333333333333332
2022-11-01,Lagos,22.233333333333334
2022-12-01,Lagos,1.4333333333333333
2022-01-01,Lagos,1.0166666666666666
2022-02-01,Lagos,4.983333333333333
2022-03-01,Lagos,23.25
2023-04-01,Lagos,38.03333333333333
2023-05-01,Lagos,29.816666666666666
2023-06-01,Lagos,51.550000000000004
2023-07-01,Lagos,141.69733333333332
2023-08-01,Lagos,24.605499999999996
2023-09-01,Lagos,312.9976666666666
2023-10-01,Lagos,159.02666666666667
2023-11-01,Lagos,95.822
2023-12-01,Lagos,7.940833333333333
2023-01-01,Lagos,7.868333333333332
2023-02-01,Lagos,89.71049999999998
2023-03-01,Lagos,52.53716666666666
2024-04-01,Lagos,78.77383333333333
2024-05-01,Lagos,214.75200000000004
2024-06-01,Lagos,212.1693333333333
2024-07-01,Lagos,134.81399999999996
2024-08-01,Lagos,31.165166666666664
2024-09-01,Lagos,60.9685
2024-10-01,Lagos,196.86466666666664
2024-11-01,Lagos,37.124500000000005
2024-12-01,Lagos,0.30733333333333335
2017-04-01,Oyo,98.16666666666667
2017-05-01,Oyo,208.30000000000004
2017-06-01,Oyo,201.5666666666667
2017-07-01,Oyo,177.76666666666665
2017-08-01,Oyo,178.4333333333333
2017-09-01,Oyo,220.66666666666666
2017-10-01,Oyo,95.60000000000001
2017-11-01,Oyo,6.199999999999999
2017-12-01,Oyo,18.400000000000002
2017-01-01,Oyo,0.0
2017-02-01,Oyo,44.1
2017-03-01,Oyo,70.36666666666666
2018-04-01,Oyo,88.0
2018-05-01,Oyo,147.16666666666666
2018-06-01,Oyo,251.26666666666665
2018-07-01,Oyo,190.86666666666667
2018-08-01,Oyo,135.03333333333333
2018-09-01,Oyo,298.8333333333333
2018-10-01,Oyo,223.4333333333333
2018-11-01,Oyo,33.333333333333336
2018-12-01,Oyo,0.0
2018-01-01,Oyo,0.26666666666666666
2018-02-01,Oyo,12.666666666666666
2018-03-01,Oyo,95.23333333333333
2019-04-01,Oyo,104.39999999999999
2019-05-01,Oyo,173.63333333333333
2019-06-01,Oyo,210.36666666666667
2019-07-01,Oyo,140.13333333333333
2019-08-01,Oyo,232.0666666666667
2019-09-01,Oyo,301.3333333333333
2019-10-01,Oyo,342.23333333333335
2019-11-01,Oyo,94.60000000000001
2019-12-01,Oyo,3.266666666666667
2019-01-01,Oyo,6.533333333333334
2019-02-01,Oyo,1.7666666666666666
2019-03-01,Oyo,118.8
2020-04-01,Oyo,134.0666666666667
2020-05-01,Oyo,152.96666666666667
2020-06-01,Oyo,259.6333333333333
2020-07-01,Oyo,166.0666666666667
2020-08-01,Oyo,35.93333333333334
2020-09-01,Oyo,309.46666666666664
2020-10-01,Oyo,198.6
2020-11-01,Oyo,9.5
2020-12-01,Oyo,17.633333333333333
2020-01-01,Oyo,1.6333333333333335
2020-02-01,Oyo,5.3
2020-03-01,Oyo,93.83333333333333
2021-04-01,Oyo,136.33333333333334
2021-05-01,Oyo,96.0
2021-06-01,Oyo,237.9666666666667
2021-07-01,Oyo,113.06666666666668
2021-08-01,Oyo,403.7
2021-09-01,Oyo,269.3
2021-10-01,Oyo,193.33333333333334
2021-11-01,Oyo,45.96666666666667
2021-12-01,Oyo,0.0
2021-01-01,Oyo,46.56666666666666
2021-02-01,Oyo,0.0
2021-03-01,Oyo,15.066666666666668
2022-04-01,Oyo,170.4
2022-05-01,Oyo,175.83333333333334
2022-06-01,Oyo,289.3333333333333
2022-07-01,Oyo,279.3
2022-08-01,Oyo,277.8333333333333
2022-09-01,Oyo,213.1
2022-10-01,Oyo,112.2
2022-11-01,Oyo,24.333333333333332
2022-12-01,Oyo,14.366666666666667
2022-01-01,Oyo,0.6666666666666666
2022-02-01,Oyo,4.866666666666666
2022-03-01,Oyo,42.1
2023-04-01,Oyo,69.03333333333333
2023-05-01,Oyo,175.46666666666667
2023-06-01,Oyo,235.93333333333337
2023-07-01,Oyo,241.95933333333335
2023-08-01,Oyo,144.227
2023-09-01,Oyo,178.30533333333335
2023-10-01,Oyo,230.74066666666667
2023-11-01,Oyo,40.35466666666667
2023-12-01,Oyo,1.2
2023-01-01,Oyo,0.09999999999999999
2023-02-01,Oyo,8.164333333333333
2023-03-01,Oyo,42.29333333333333
2024-04-01,Oyo,118.52033333333334
2024-05-01,Oyo,105.76066666666667
2024-06-01,Oyo,200.7746666666667
2024-07-01,Oyo,97.74566666666668
2024-08-01,Oyo,110.23066666666666
2024-09-01,Oyo,186.78866666666667
2024-10-01,Oyo,249.15666666666667
2024-11-01,Oyo,11.666666666666666
2024-12-01,Oyo,0.0
2017-04-01,Sokoto,0.0
2017-05-01,Sokoto,25.4
2017-06-01,Sokoto,67.6
2017-07-01,Sokoto,125.5
2017-08-01,Sokoto,89.0
2017-09-01,Sokoto,94.0
2017-10-01,Sokoto,2.5
2017-11-01,Sokoto,0.0
2017-12-01,Sokoto,0.0
2017-01-01,Sokoto,0.0
2017-02-01,Sokoto,0.0
2017-03-01,Sokoto,0.0
2018-04-01,Sokoto,22.6
2018-05-01,Sokoto,3.2
2018-06-01,Sokoto,118.4
2018-07-01,Sokoto,152.9
2018-08-01,Sokoto,179.7
2018-09-01,Sokoto,168.2
2018-10-01,Sokoto,38.8
2018-11-01,Sokoto,0.0
2018-12-01,Sokoto,0.0
2018-01-01,Sokoto,0.0
2018-02-01,Sokoto,0.0
2018-03-01,Sokoto,0.0
2019-04-01,Sokoto,0.0
2019-05-01,Sokoto,87.7
2019-06-01,Sokoto,55.3
2019-07-01,Sokoto,191.9
2019-08-01,Sokoto,252.5
2019-09-01,Sokoto,101.8
2019-10-01,Sokoto,83.3
2019-11-01,Sokoto,0.0
2019-12-01,Sokoto,0.0
2019-01-01,Sokoto,0.0
2019-02-01,Sokoto,0.0
2019-03-01,Sokoto,0.0
2020-04-01,Sokoto,2.2
2020-05-01,Sokoto,65.3
2020-06-01,Sokoto,112.4
2020-07-01,Sokoto,174.0
2020-08-01,Sokoto,238.9
2020-09-01,Sokoto,226.14
2020-10-01,Sokoto,40.7
2020-11-01,Sokoto,0.0
2020-12-01,Sokoto,0.0
2020-01-01,Sokoto,0.0
2020-02-01,Sokoto,0.0
2020-03-01,Sokoto,0.0
2021-04-01,Sokoto,0.0
2021-05-01,Sokoto,69.4
2021-06-01,Sokoto,92.9
2021-07-01,Sokoto,146.9
2021-08-01,Sokoto,290.1
2021-09-01,Sokoto,86.8
2021-10-01,Sokoto,9.7
2021-11-01,Sokoto,0.0
2021-12-01,Sokoto,0.0
2021-01-01,Sokoto,0.0
2021-02-01,Sokoto,0.0
2021-03-01,Sokoto,0.0
2022-04-01,Sokoto,9.5
2022-05-01,Sokoto,34.9
2022-06-01,Sokoto,192.3
2022-07-01,Sokoto,579.7
2022-08-01,Sokoto,412.0
2022-09-01,Sokoto,264.2
2022-10-01,Sokoto,19.0
2022-11-01,Sokoto,0.0
2022-12-01,Sokoto,0.0
2022-01-01,Sokoto,0.0
2022-02-01,Sokoto,0.0
2022-03-01,Sokoto,0.0
2023-04-01,Sokoto,0.0
2023-05-01,Sokoto,75.4
2023-06-01,Sokoto,86.1
2023-07-01,Sokoto,267.56100000000004
2023-08-01,Sokoto,235.888
2023-09-01,Sokoto,271.049
2023-10-01,Sokoto,2.201
2023-11-01,Sokoto,0.002
2023-12-01,Sokoto,0.0
2023-01-01,Sokoto,0.0
2023-02-01,Sokoto,0.0
2023-03-01,Sokoto,0.001
2024-04-01,Sokoto,64.156
2024-05-01,Sokoto,90.22099999999998
2024-06-01,Sokoto,182.846
2024-07-01,Sokoto,372.95799999999986
2024-08-01,Sokoto,575.077
2024-09-01,Sokoto,363.10099999999994
2024-10-01,Sokoto,52.19299999999999
2024-11-01,Sokoto,0.0
2024-12-01,Sokoto,0.0
2017-04-01,Yobe,31.75
2017-05-01,Yobe,31.0
2017-06-01,Yobe,101.95
2017-07-01,Yobe,185.8
2017-08-01,Yobe,260.1
2017-09-01,Yobe,113.30000000000001
2017-10-01,Yobe,0.0
2017-11-01,Yobe,0.0
2017-12-01,Yobe,0.0
2017-01-01,Yobe,0.0
2017-02-01,Yobe,8.5
2017-03-01,Yobe,0.0
2018-04-01,Yobe,0.0
2018-05-01,Yobe,42.349999999999994
2018-06-01,Yobe,88.25
2018-07-01,Yobe,194.35000000000002
2018-08-01,Yobe,319.55
2018-09-01,Yobe,125.14999999999999
2018-10-01,Yobe,41.650000000000006
2018-11-01,Yobe,0.0
2018-12-01,Yobe,0.0
2018-01-01,Yobe,0.0
2018-02-01,Yobe,0.0
2018-03-01,Yobe,0.0
2019-04-01,Yobe,0.0
2019-05-01,Yobe,22.85
2019-06-01,Yobe,96.9
2019-07-01,Yobe,211.15
2019-08-01,Yobe,355.1
2019-09-01,Yobe,58.9
2019-10-01,Yobe,91.05000000000001
2019-11-01,Yobe,0.0
2019-12-01,Yobe,0.0
2019-01-01,Yobe,0.0
2019-02-01,Yobe,0.0
2019-03-01,Yobe,0.0
2020-04-01,Yobe,0.0
2020-05-01,Yobe,34.25
2020-06-01,Yobe,71.9
2020-07-01,Yobe,223.3
2020-08-01,Yobe,272.0
2020-09-01,Yobe,173.75
2020-10-01,Yobe,44.7
2020-11-01,Yobe,0.0
2020-12-01,Yobe,0.0
2020-01-01,Yobe,0.0
2020-02-01,Yobe,0.0
2020-03-01,Yobe,0.0
2021-04-01,Yobe,0.0
2021-05-01,Yobe,2.75
2021-06-01,Yobe,105.6
2021-07-01,Yobe,176.75
2021-08-01,Yobe,259.04999999999995
2021-09-01,Yobe,74.9
2021-10-01,Yobe,39.75
2021-11-01,Yobe,34.75
2021-12-01,Yobe,0.0
2021-01-01,Yobe,0.0
2021-02-01,Yobe,0.0
2021-03-01,Yobe,0.0
2022-04-01,Yobe,0.0
2022-05-01,Yobe,1.3
2022-06-01,Yobe,58.1
2022-07-01,Yobe,91.45
2022-08-01,Yobe,109.3
2022-09-01,Yobe,73.35
2022-10-01,Yobe,0.5
2022-11-01,Yobe,0.0
2022-12-01,Yobe,0.25
2022-01-01,Yobe,0.5
2022-02-01,Yobe,0.0
2022-03-01,Yobe,0.0
2023-04-01,Yobe,0.0
2023-05-01,Yobe,24.2
2023-06-01,Yobe,99.55
2023-07-01,Yobe,50.002500000000005
2023-08-01,Yobe,209.48850000000002
2023-09-01,Yobe,87.78800000000001
2023-10-01,Yobe,2.9010000000000002
2023-11-01,Yobe,0.0005
2023-12-01,Yobe,0.0
2023-01-01,Yobe,0.0
2023-02-01,Yobe,1.4959999999999998
2023-03-01,Yobe,0.0
2024-04-01,Yobe,0.0
2024-05-01,Yobe,6.7749999999999995
2024-06-01,Yobe,94.76650000000001
2024-07-01,Yobe,190.499
2024-08-01,Yobe,466.85949999999997
2024-09-01,Yobe,110.87350000000002
2024-10-01,Yobe,19.4005
2024-11-01,Yobe,0.0
2024-12-01,Yobe,0.0
2017-04-01,Zamfara,53.0
2017-05-01,Zamfara,83.2
2017-06-01,Zamfara,206.7
2017-07-01,Zamfara,168.5
2017-08-01,Zamfara,223.3
2017-09-01,Zamfara,220.3
2017-10-01,Zamfara,14.0
2017-11-01,Zamfara,0.0
2017-12-01,Zamfara,0.0
2017-01-01,Zamfara,0.0
2017-02-01,Zamfara,0.0
2017-03-01,Zamfara,0.0
2018-04-01,Zamfara,0.0
2018-05-01,Zamfara,77.3
2018-06-01,Zamfara,175.2
2018-07-01,Zamfara,239.5
2018-08-01,Zamfara,268.4
2018-09-01,Zamfara,255.9
2018-10-01,Zamfara,10.9
2018-11-01,Zamfara,0.0
2018-12-01,Zamfara,0.0
2018-01-01,Zamfara,0.0
2018-02-01,Zamfara,0.0
2018-03-01,Zamfara,0.0
2019-04-01,Zamfara,0.0
2019-05-01,Zamfara,50.2
2019-06-01,Zamfara,140.3
2019-07-01,Zamfara,91.2
2019-08-01,Zamfara,467.1
2019-09-01,Zamfara,136.7
2019-10-01,Zamfara,157.6
2019-11-01,Zamfara,10.0
2019-12-01,Zamfara,0.0
2019-01-01,Zamfara,0.0
2019-02-01,Zamfara,0.0
2019-03-01,Zamfara,0.0
2020-04-01,Zamfara,11.8
2020-05-01,Zamfara,134.2
2020-06-01,Zamfara,123.5
2020-07-01,Zamfara,247.3
2020-08-01,Zamfara,473.4
2020-09-01,Zamfara,243.0
2020-10-01,Zamfara,44.8
2020-11-01,Zamfara,0.0
2020-12-01,Zamfara,0.0
2020-01-01,Zamfara,0.0
2020-02-01,Zamfara,0.0
2020-03-01,Zamfara,0.0
2021-04-01,Zamfara,0.0
2021-05-01,Zamfara,41.4
2021-06-01,Zamfara,167.5
2021-07-01,Zamfara,113.5
2021-08-01,Zamfara,326.1
2021-09-01,Zamfara,113.3
2021-10-01,Zamfara,18.0
2021-11-01,Zamfara,0.0
2021-12-01,Zamfara,0.0
2021-01-01,Zamfara,0.0
2021-02-01,Zamfara,0.0
2021-03-01,Zamfara,0.0
2022-04-01,Zamfara,47.2
2022-05-01,Zamfara,117.7
2022-06-01,Zamfara,132.1
2022-07-01,Zamfara,204.4
2022-08-01,Zamfara,335.4
2022-09-01,Zamfara,260.6
2022-10-01,Zamfara,42.2
2022-11-01,Zamfara,0.0
2022-12-01,Zamfara,0.0
2022-01-01,Zamfara,0.0
2022-02-01,Zamfara,0.0
2022-03-01,Zamfara,0.0
2023-04-01,Zamfara,0.0
2023-05-01,Zamfara,21.0
2023-06-01,Zamfara,135.6
2023-07-01,Zamfara,108.27600000000001
2023-08-01,Zamfara,334.52500000000003
2023-09-01,Zamfara,133.66600000000003
2023-10-01,Zamfara,14.498999999999999
2023-11-01,Zamfara,26.634
2023-12-01,Zamfara,0.0
2023-01-01,Zamfara,0.0
2023-02-01,Zamfara,0.0
2023-03-01,Zamfara,32.994
2024-04-01,Zamfara,0.002
2024-05-01,Zamfara,142.84500000000003
2024-06-01,Zamfara,177.89800000000002
2024-07-01,Zamfara,190.24299999999994
2024-08-01,Zamfara,502.03599999999994
2024-09-01,Zamfara,337.863
2024-10-01,Zamfara,193.33900000000003
2024-11-01,Zamfara,0.0
2024-12-01,Zamfara,0.0
