state,year,month,month_num,date,pms_price
Benue,2022,Feb,2,2022-02-01,165.36
Benue,2022,Mar,3,2022-03-01,165.5
Benue,2022,Apr,4,2022-04-01,168.33
Benue,2022,May,5,2022-05-01,165.5
Benue,2022,Jun,6,2022-06-01,165.0
Benue,2022,Jul,7,2022-07-01,185.15
Benue,2022,Aug,8,2022-08-01,202.5
Benue,2022,Sep,9,2022-09-01,200.0
Benue,2022,Oct,10,2022-10-01,200.13
Benue,2022,Nov,11,2022-11-01,210.44
Benue,2022,Dec,12,2022-12-01,165.2
Benue,2023,Jan,1,2023-01-01,202.5
Benue,2023,Feb,2,2023-02-01,192.14
Benue,2023,Mar,3,2023-03-01,195.0
Benue,2023,Apr,4,2023-04-01,198.12
Benue,2023,May,5,2023-05-01,208.12
Benue,2023,Jun,6,2023-06-01,540.0
Benue,2023,Jul,7,2023-07-01,537.0
Benue,2023,Aug,8,2023-08-01,649.14
Benue,2023,Sep,9,2023-09-01,641.29
Benue,2023,Oct,10,2023-10-01,642.0
Benue,2023,Nov,11,2023-11-01,668.75
Benue,2023,Dec,12,2023-12-01,658.89
Benue,2024,Jan,1,2024-01-01,632.84
Benue,2024,Feb,2,2024-02-01,652.73
Benue,2024,Mar,3,2024-03-01,700.7
Benue,2024,Apr,4,2024-04-01,713.64
Benue,2024,May,5,2024-05-01,882.22
Benue,2024,Jun,6,2024-06-01,854.55
Benue,2024,Jul,7,2024-07-01,846.95
Benue,2024,Aug,8,2024-08-01,941.24
Benue,2024,Sep,9,2024-09-01,1032.88
Benue,2024,Oct,10,2024-10-01,1127.37
Borno,2016,Jan,1,2016-01-01,96.4
Borno,2017,Mar,3,2017-03-01,151.0
Borno,2017,Apr,4,2017-04-01,160.5
Borno,2017,May,5,2017-05-01,160.0
Borno,2017,Jun,6,2017-06-01,152.9
Borno,2017,Jul,7,2017-07-01,160.5
Borno,2017,Aug,8,2017-08-01,144.5
Borno,2017,Sep,9,2017-09-01,144.4
Borno,2017,Oct,10,2017-10-01,145.23
Borno,2017,Nov,11,2017-11-01,147.0
Borno,2017,Dec,12,2017-12-01,159.44
Borno,2018,Jan,1,2018-01-01,185.48
Borno,2018,Feb,2,2018-02-01,200.29
Borno,2018,Mar,3,2018-03-01,169.55
Borno,2018,Apr,4,2018-04-01,160.0
Borno,2018,May,5,2018-05-01,166.08
Borno,2018,Jun,6,2018-06-01,162.17
Borno,2018,Jul,7,2018-07-01,155.0
Borno,2018,Aug,8,2018-08-01,157.0
Borno,2018,Sep,9,2018-09-01,147.0
Borno,2018,Oct,10,2018-10-01,152.17
Borno,2018,Nov,11,2018-11-01,152.92
Borno,2018,Dec,12,2018-12-01,149.5
Borno,2019,Jan,1,2019-01-01,145.63
Borno,2019,Feb,2,2019-02-01,145.89
Borno,2019,Mar,3,2019-03-01,146.27
Borno,2019,Apr,4,2019-04-01,146.82
Borno,2019,May,5,2019-05-01,144.36
Borno,2021,Sep,9,2021-09-01,164.0
Borno,2021,Oct,10,2021-10-01,165.18
Borno,2021,Dec,12,2021-12-01,165.77
Borno,2022,Jan,1,2022-01-01,155.82
Borno,2022,Feb,2,2022-02-01,170.0
Borno,2022,Mar,3,2022-03-01,184.18
Borno,2022,Apr,4,2022-04-01,165.86
Borno,2022,May,5,2022-05-01,167.42
Borno,2022,Jun,6,2022-06-01,190.33
Borno,2022,Jul,7,2022-07-01,185.38
Borno,2022,Aug,8,2022-08-01,179.18
Borno,2022,Sep,9,2022-09-01,184.5
Borno,2022,Oct,10,2022-10-01,192.3
Borno,2022,Nov,11,2022-11-01,193.18
Borno,2022,Dec,12,2022-12-01,165.75
Borno,2023,Jan,1,2023-01-01,193.91
Borno,2023,Feb,2,2023-02-01,232.33
Borno,2023,Mar,3,2023-03-01,324.55
Borno,2023,Apr,4,2023-04-01,289.09
Borno,2023,May,5,2023-05-01,248.18
Borno,2023,Jun,6,2023-06-01,557.14
Borno,2023,Jul,7,2023-07-01,657.27
Borno,2023,Aug,8,2023-08-01,657.27
Borno,2023,Sep,9,2023-09-01,657.37
Borno,2023,Oct,10,2023-10-01,657.27
Borno,2023,Nov,11,2023-11-01,625.75
Borno,2023,Dec,12,2023-12-01,622.71
Borno,2024,Jan,1,2024-01-01,657.27
Borno,2024,Feb,2,2024-02-01,680.22
Borno,2024,Mar,3,2024-03-01,721.75
Borno,2024,Apr,4,2024-04-01,743.91
Borno,2024,May,5,2024-05-01,800.32
Borno,2024,Jun,6,2024-06-01,743.91
Borno,2024,Jul,7,2024-07-01,829.46
Borno,2024,Aug,8,2024-08-01,893.29
Borno,2024,Sep,9,2024-09-01,1004.09
Borno,2024,Oct,10,2024-10-01,1283.79
Cross River,2016,Jan,1,2016-01-01,115.2
Cross River,2017,Mar,3,2017-03-01,148.1
Cross River,2017,Apr,4,2017-04-01,148.0
Cross River,2017,May,5,2017-05-01,149.6
Cross River,2017,Jun,6,2017-06-01,148.4
Cross River,2017,Jul,7,2017-07-01,145.0
Cross River,2017,Aug,8,2017-08-01,143.4
Cross River,2017,Sep,9,2017-09-01,144.0
Cross River,2017,Oct,10,2017-10-01,148.4
Cross River,2017,Nov,11,2017-11-01,145.0
Cross River,2017,Dec,12,2017-12-01,207.14
Cross River,2018,Jan,1,2018-01-01,175.38
Cross River,2018,Feb,2,2018-02-01,187.63
Cross River,2018,Mar,3,2018-03-01,174.5
Cross River,2018,Apr,4,2018-04-01,154.5
Cross River,2018,May,5,2018-05-01,151.58
Cross River,2018,Jun,6,2018-06-01,145.75
Cross River,2018,Jul,7,2018-07-01,145.56
Cross River,2018,Aug,8,2018-08-01,147.92
Cross River,2018,Sep,9,2018-09-01,150.0
Cross River,2018,Oct,10,2018-10-01,149.22
Cross River,2018,Nov,11,2018-11-01,147.55
Cross River,2018,Dec,12,2018-12-01,145.0
Cross River,2019,Jan,1,2019-01-01,144.69
Cross River,2019,Feb,2,2019-02-01,145.07
Cross River,2019,Mar,3,2019-03-01,146.5
Cross River,2019,Apr,4,2019-04-01,147.41
Cross River,2019,May,5,2019-05-01,145.78
Cross River,2021,Sep,9,2021-09-01,165.86
Cross River,2021,Oct,10,2021-10-01,165.33
Cross River,2021,Dec,12,2021-12-01,167.18
Cross River,2022,Jan,1,2022-01-01,172.38
Cross River,2022,Feb,2,2022-02-01,168.88
Cross River,2022,Mar,3,2022-03-01,214.41
Cross River,2022,Apr,4,2022-04-01,175.09
Cross River,2022,May,5,2022-05-01,187.65
Cross River,2022,Jun,6,2022-06-01,178.89
Cross River,2022,Jul,7,2022-07-01,193.18
Cross River,2022,Aug,8,2022-08-01,186.5
Cross River,2022,Sep,9,2022-09-01,186.36
Cross River,2022,Oct,10,2022-10-01,190.4
Cross River,2022,Nov,11,2022-11-01,195.12
Cross River,2022,Dec,12,2022-12-01,167.18
Cross River,2023,Jan,1,2023-01-01,261.67
Cross River,2023,Feb,2,2023-02-01,260.5
Cross River,2023,Mar,3,2023-03-01,263.33
Cross River,2023,Apr,4,2023-04-01,267.22
Cross River,2023,May,5,2023-05-01,230.0
Cross River,2023,Jun,6,2023-06-01,549.0
Cross River,2023,Jul,7,2023-07-01,569.38
Cross River,2023,Aug,8,2023-08-01,618.67
Cross River,2023,Sep,9,2023-09-01,621.73
Cross River,2023,Oct,10,2023-10-01,610.5
Cross River,2023,Nov,11,2023-11-01,666.0
Cross River,2023,Dec,12,2023-12-01,679.0
Cross River,2024,Jan,1,2024-01-01,663.33
Cross River,2024,Feb,2,2024-02-01,665.62
Cross River,2024,Mar,3,2024-03-01,710.0
Cross River,2024,Apr,4,2024-04-01,682.78
Cross River,2024,May,5,2024-05-01,740.0
Cross River,2024,Jun,6,2024-06-01,793.33
Cross River,2024,Jul,7,2024-07-01,677.78
Cross River,2024,Aug,8,2024-08-01,672.0
Cross River,2024,Sep,9,2024-09-01,1005.56
Cross River,2024,Oct,10,2024-10-01,1255.56
Delta,2016,Jan,1,2016-01-01,98.5
Delta,2017,Mar,3,2017-03-01,145.0
Delta,2017,Apr,4,2017-04-01,146.0
Delta,2017,May,5,2017-05-01,145.0
Delta,2017,Jun,6,2017-06-01,145.8
Delta,2017,Jul,7,2017-07-01,145.0
Delta,2017,Aug,8,2017-08-01,144.7
Delta,2017,Sep,9,2017-09-01,144.6
Delta,2017,Oct,10,2017-10-01,145.0
Delta,2017,Nov,11,2017-11-01,145.86
Delta,2017,Dec,12,2017-12-01,175.0
Delta,2018,Jan,1,2018-01-01,202.65
Delta,2018,Feb,2,2018-02-01,170.71
Delta,2018,Mar,3,2018-03-01,171.5
Delta,2018,Apr,4,2018-04-01,146.67
Delta,2018,May,5,2018-05-01,147.69
Delta,2018,Jun,6,2018-06-01,145.0
Delta,2018,Jul,7,2018-07-01,145.0
Delta,2018,Aug,8,2018-08-01,145.0
Delta,2018,Sep,9,2018-09-01,150.92
Delta,2018,Oct,10,2018-10-01,150.67
Delta,2018,Nov,11,2018-11-01,144.82
Delta,2018,Dec,12,2018-12-01,145.0
Delta,2019,Jan,1,2019-01-01,144.85
Delta,2019,Feb,2,2019-02-01,145.38
Delta,2019,Mar,3,2019-03-01,145.0
Delta,2019,Apr,4,2019-04-01,145.27
Delta,2019,May,5,2019-05-01,144.73
Delta,2021,Sep,9,2021-09-01,163.09
Delta,2021,Oct,10,2021-10-01,163.5
Delta,2021,Dec,12,2021-12-01,163.75
Delta,2022,Jan,1,2022-01-01,166.73
Delta,2022,Feb,2,2022-02-01,165.42
Delta,2022,Mar,3,2022-03-01,204.82
Delta,2022,Apr,4,2022-04-01,170.63
Delta,2022,May,5,2022-05-01,169.91
Delta,2022,Jun,6,2022-06-01,166.58
Delta,2022,Jul,7,2022-07-01,186.39
Delta,2022,Aug,8,2022-08-01,178.0
Delta,2022,Sep,9,2022-09-01,179.74
Delta,2022,Oct,10,2022-10-01,188.06
Delta,2022,Nov,11,2022-11-01,190.0
Delta,2022,Dec,12,2022-12-01,163.75
Delta,2023,Jan,1,2023-01-01,268.33
Delta,2023,Feb,2,2023-02-01,245.4
Delta,2023,Mar,3,2023-03-01,259.17
Delta,2023,Apr,4,2023-04-01,241.67
Delta,2023,May,5,2023-05-01,225.0
Delta,2023,Jun,6,2023-06-01,542.75
Delta,2023,Jul,7,2023-07-01,575.71
Delta,2023,Aug,8,2023-08-01,604.62
Delta,2023,Sep,9,2023-09-01,605.88
Delta,2023,Oct,10,2023-10-01,599.38
Delta,2023,Nov,11,2023-11-01,670.0
Delta,2023,Dec,12,2023-12-01,640.0
Delta,2024,Jan,1,2024-01-01,665.62
Delta,2024,Feb,2,2024-02-01,687.0
Delta,2024,Mar,3,2024-03-01,696.88
Delta,2024,Apr,4,2024-04-01,688.75
Delta,2024,May,5,2024-05-01,748.0
Delta,2024,Jun,6,2024-06-01,785.71
Delta,2024,Jul,7,2024-07-01,680.0
Delta,2024,Aug,8,2024-08-01,667.5
Delta,2024,Sep,9,2024-09-01,1007.27
Delta,2024,Oct,10,2024-10-01,1050.0
Ebonyi,2016,Jan,1,2016-01-01,132.1
Ebonyi,2017,Mar,3,2017-03-01,152.1
Ebonyi,2017,Apr,4,2017-04-01,158.0
Ebonyi,2017,May,5,2017-05-01,152.5
Ebonyi,2017,Jun,6,2017-06-01,156.4
Ebonyi,2017,Jul,7,2017-07-01,147.9
Ebonyi,2017,Aug,8,2017-08-01,144.3
Ebonyi,2017,Sep,9,2017-09-01,145.5
Ebonyi,2017,Oct,10,2017-10-01,148.57
Ebonyi,2017,Nov,11,2017-11-01,148.57
Ebonyi,2017,Dec,12,2017-12-01,162.5
Ebonyi,2018,Jan,1,2018-01-01,220.65
Ebonyi,2018,Feb,2,2018-02-01,178.13
Ebonyi,2018,Mar,3,2018-03-01,160.83
Ebonyi,2018,Apr,4,2018-04-01,147.86
Ebonyi,2018,May,5,2018-05-01,146.14
Ebonyi,2018,Jun,6,2018-06-01,146.14
Ebonyi,2018,Jul,7,2018-07-01,145.88
Ebonyi,2018,Aug,8,2018-08-01,146.14
Ebonyi,2018,Sep,9,2018-09-01,145.86
Ebonyi,2018,Oct,10,2018-10-01,146.57
Ebonyi,2018,Nov,11,2018-11-01,145.18
Ebonyi,2018,Dec,12,2018-12-01,145.14
Ebonyi,2019,Jan,1,2019-01-01,145.31
Ebonyi,2019,Feb,2,2019-02-01,145.59
Ebonyi,2019,Mar,3,2019-03-01,145.14
Ebonyi,2019,Apr,4,2019-04-01,146.14
Ebonyi,2019,May,5,2019-05-01,146.25
Ebonyi,2021,Sep,9,2021-09-01,162.27
Ebonyi,2021,Oct,10,2021-10-01,166.67
Ebonyi,2021,Dec,12,2021-12-01,170.43
Ebonyi,2022,Jan,1,2022-01-01,169.0
Ebonyi,2022,Feb,2,2022-02-01,172.0
Ebonyi,2022,Mar,3,2022-03-01,215.0
Ebonyi,2022,Apr,4,2022-04-01,165.0
Ebonyi,2022,May,5,2022-05-01,185.62
Ebonyi,2022,Jun,6,2022-06-01,186.67
Ebonyi,2022,Jul,7,2022-07-01,185.71
Ebonyi,2022,Aug,8,2022-08-01,205.5
Ebonyi,2022,Sep,9,2022-09-01,203.11
Ebonyi,2022,Oct,10,2022-10-01,205.5
Ebonyi,2022,Nov,11,2022-11-01,210.0
Ebonyi,2022,Dec,12,2022-12-01,170.43
Ebonyi,2023,Jan,1,2023-01-01,286.36
Ebonyi,2023,Feb,2,2023-02-01,193.91
Ebonyi,2023,Mar,3,2023-03-01,301.67
Ebonyi,2023,Apr,4,2023-04-01,291.43
Ebonyi,2023,May,5,2023-05-01,235.0
Ebonyi,2023,Jun,6,2023-06-01,535.0
Ebonyi,2023,Jul,7,2023-07-01,618.0
Ebonyi,2023,Aug,8,2023-08-01,630.0
Ebonyi,2023,Sep,9,2023-09-01,625.71
Ebonyi,2023,Oct,10,2023-10-01,620.0
Ebonyi,2023,Nov,11,2023-11-01,667.14
Ebonyi,2023,Dec,12,2023-12-01,671.43
Ebonyi,2024,Jan,1,2024-01-01,638.71
Ebonyi,2024,Feb,2,2024-02-01,670.0
Ebonyi,2024,Mar,3,2024-03-01,710.71
Ebonyi,2024,Apr,4,2024-04-01,702.5
Ebonyi,2024,May,5,2024-05-01,770.0
Ebonyi,2024,Jun,6,2024-06-01,795.5
Ebonyi,2024,Jul,7,2024-07-01,780.77
Ebonyi,2024,Aug,8,2024-08-01,863.31
Ebonyi,2024,Sep,9,2024-09-01,1090.94
Ebonyi,2024,Oct,10,2024-10-01,1292.86
Edo,2016,Jan,1,2016-01-01,100.3
Edo,2017,Mar,3,2017-03-01,149.6
Edo,2017,Apr,4,2017-04-01,150.0
Edo,2017,May,5,2017-05-01,145.3
Edo,2017,Jun,6,2017-06-01,145.0
Edo,2017,Jul,7,2017-07-01,145.0
Edo,2017,Aug,8,2017-08-01,144.8
Edo,2017,Sep,9,2017-09-01,144.9
Edo,2017,Oct,10,2017-10-01,145.06
Edo,2017,Nov,11,2017-11-01,145.75
Edo,2017,Dec,12,2017-12-01,170.0
Edo,2018,Jan,1,2018-01-01,220.0
Edo,2018,Feb,2,2018-02-01,190.31
Edo,2018,Mar,3,2018-03-01,172.11
Edo,2018,Apr,4,2018-04-01,152.11
Edo,2018,May,5,2018-05-01,145.36
Edo,2018,Jun,6,2018-06-01,145.0
Edo,2018,Jul,7,2018-07-01,145.0
Edo,2018,Aug,8,2018-08-01,145.0
Edo,2018,Sep,9,2018-09-01,145.0
Edo,2018,Oct,10,2018-10-01,145.0
Edo,2018,Nov,11,2018-11-01,145.0
Edo,2018,Dec,12,2018-12-01,145.0
Edo,2019,Jan,1,2019-01-01,145.25
Edo,2019,Feb,2,2019-02-01,145.33
Edo,2019,Mar,3,2019-03-01,144.77
Edo,2019,Apr,4,2019-04-01,145.0
Edo,2019,May,5,2019-05-01,145.0
Edo,2021,Sep,9,2021-09-01,167.3
Edo,2021,Oct,10,2021-10-01,166.0
Edo,2021,Dec,12,2021-12-01,167.46
Edo,2022,Jan,1,2022-01-01,166.29
Edo,2022,Feb,2,2022-02-01,170.92
Edo,2022,Mar,3,2022-03-01,209.69
Edo,2022,Apr,4,2022-04-01,169.68
Edo,2022,May,5,2022-05-01,176.83
Edo,2022,Jun,6,2022-06-01,168.75
Edo,2022,Jul,7,2022-07-01,173.5
Edo,2022,Aug,8,2022-08-01,181.0
Edo,2022,Sep,9,2022-09-01,183.17
Edo,2022,Oct,10,2022-10-01,188.64
Edo,2022,Nov,11,2022-11-01,193.0
Edo,2022,Dec,12,2022-12-01,167.46
Edo,2023,Jan,1,2023-01-01,281.43
Edo,2023,Feb,2,2023-02-01,220.0
Edo,2023,Mar,3,2023-03-01,276.43
Edo,2023,Apr,4,2023-04-01,251.88
Edo,2023,May,5,2023-05-01,231.43
Edo,2023,Jun,6,2023-06-01,546.6
Edo,2023,Jul,7,2023-07-01,530.0
Edo,2023,Aug,8,2023-08-01,618.57
Edo,2023,Sep,9,2023-09-01,620.0
Edo,2023,Oct,10,2023-10-01,637.5
Edo,2023,Nov,11,2023-11-01,650.0
Edo,2023,Dec,12,2023-12-01,661.88
Edo,2024,Jan,1,2024-01-01,662.0
Edo,2024,Feb,2,2024-02-01,672.5
Edo,2024,Mar,3,2024-03-01,685.0
Edo,2024,Apr,4,2024-04-01,691.25
Edo,2024,May,5,2024-05-01,768.33
Edo,2024,Jun,6,2024-06-01,773.75
Edo,2024,Jul,7,2024-07-01,669.75
Edo,2024,Aug,8,2024-08-01,676.25
Edo,2024,Sep,9,2024-09-01,1062.5
Edo,2024,Oct,10,2024-10-01,1227.5
Ekiti,2016,Jan,1,2016-01-01,106.1
Ekiti,2017,Mar,3,2017-03-01,145.0
Ekiti,2017,Apr,4,2017-04-01,145.0
Ekiti,2017,May,5,2017-05-01,145.0
Ekiti,2017,Jun,6,2017-06-01,145.0
Ekiti,2017,Jul,7,2017-07-01,145.0
Ekiti,2017,Aug,8,2017-08-01,144.7
Ekiti,2017,Sep,9,2017-09-01,143.1
Ekiti,2017,Oct,10,2017-10-01,143.73
Ekiti,2017,Nov,11,2017-11-01,146.17
Ekiti,2017,Dec,12,2017-12-01,146.0
Ekiti,2018,Jan,1,2018-01-01,160.24
Ekiti,2018,Feb,2,2018-02-01,181.18
Ekiti,2018,Mar,3,2018-03-01,173.89
Ekiti,2018,Apr,4,2018-04-01,145.0
Ekiti,2018,May,5,2018-05-01,147.71
Ekiti,2018,Jun,6,2018-06-01,145.32
Ekiti,2018,Jul,7,2018-07-01,145.0
Ekiti,2018,Aug,8,2018-08-01,144.23
Ekiti,2018,Sep,9,2018-09-01,145.94
Ekiti,2018,Oct,10,2018-10-01,144.65
Ekiti,2018,Nov,11,2018-11-01,145.47
Ekiti,2018,Dec,12,2018-12-01,145.29
Ekiti,2019,Jan,1,2019-01-01,144.0
Ekiti,2019,Feb,2,2019-02-01,143.47
Ekiti,2019,Mar,3,2019-03-01,145.0
Ekiti,2019,Apr,4,2019-04-01,145.0
Ekiti,2019,May,5,2019-05-01,144.45
Ekiti,2021,Sep,9,2021-09-01,170.62
Ekiti,2021,Oct,10,2021-10-01,166.26
Ekiti,2021,Dec,12,2021-12-01,166.41
Ekiti,2022,Jan,1,2022-01-01,165.2
Ekiti,2022,Feb,2,2022-02-01,165.43
Ekiti,2022,Mar,3,2022-03-01,166.43
Ekiti,2022,Apr,4,2022-04-01,172.22
Ekiti,2022,May,5,2022-05-01,171.54
Ekiti,2022,Jun,6,2022-06-01,172.0
Ekiti,2022,Jul,7,2022-07-01,180.28
Ekiti,2022,Aug,8,2022-08-01,193.85
Ekiti,2022,Sep,9,2022-09-01,187.94
Ekiti,2022,Oct,10,2022-10-01,188.1
Ekiti,2022,Nov,11,2022-11-01,189.06
Ekiti,2022,Dec,12,2022-12-01,166.41
Ekiti,2023,Jan,1,2023-01-01,257.37
Ekiti,2023,Feb,2,2023-02-01,258.89
Ekiti,2023,Mar,3,2023-03-01,239.29
Ekiti,2023,Apr,4,2023-04-01,232.5
Ekiti,2023,May,5,2023-05-01,240.88
Ekiti,2023,Jun,6,2023-06-01,539.33
Ekiti,2023,Jul,7,2023-07-01,619.57
Ekiti,2023,Aug,8,2023-08-01,625.75
Ekiti,2023,Sep,9,2023-09-01,619.69
Ekiti,2023,Oct,10,2023-10-01,613.57
Ekiti,2023,Nov,11,2023-11-01,641.25
Ekiti,2023,Dec,12,2023-12-01,653.44
Ekiti,2024,Jan,1,2024-01-01,651.33
Ekiti,2024,Feb,2,2024-02-01,655.0
Ekiti,2024,Mar,3,2024-03-01,661.56
Ekiti,2024,Apr,4,2024-04-01,661.67
Ekiti,2024,May,5,2024-05-01,798.0
Ekiti,2024,Jun,6,2024-06-01,747.22
Ekiti,2024,Jul,7,2024-07-01,774.38
Ekiti,2024,Aug,8,2024-08-01,830.83
Ekiti,2024,Sep,9,2024-09-01,1039.33
Ekiti,2024,Oct,10,2024-10-01,1116.47
Enugu,2016,Jan,1,2016-01-01,128.3
Enugu,2017,Mar,3,2017-03-01,154.5
Enugu,2017,Apr,4,2017-04-01,153.0
Enugu,2017,May,5,2017-05-01,152.0
Enugu,2017,Jun,6,2017-06-01,154.5
Enugu,2017,Jul,7,2017-07-01,149.0
Enugu,2017,Aug,8,2017-08-01,145.0
Enugu,2017,Sep,9,2017-09-01,145.8
Enugu,2017,Oct,10,2017-10-01,147.17
Enugu,2017,Nov,11,2017-11-01,145.0
Enugu,2017,Dec,12,2017-12-01,200.5
Enugu,2018,Jan,1,2018-01-01,183.12
Enugu,2018,Feb,2,2018-02-01,163.86
Enugu,2018,Mar,3,2018-03-01,169.13
Enugu,2018,Apr,4,2018-04-01,148.91
Enugu,2018,May,5,2018-05-01,150.3
Enugu,2018,Jun,6,2018-06-01,153.05
Enugu,2018,Jul,7,2018-07-01,149.44
Enugu,2018,Aug,8,2018-08-01,146.78
Enugu,2018,Sep,9,2018-09-01,153.88
Enugu,2018,Oct,10,2018-10-01,146.52
Enugu,2018,Nov,11,2018-11-01,147.29
Enugu,2018,Dec,12,2018-12-01,145.24
Enugu,2019,Jan,1,2019-01-01,145.27
Enugu,2019,Feb,2,2019-02-01,145.31
Enugu,2019,Mar,3,2019-03-01,145.41
Enugu,2019,Apr,4,2019-04-01,146.17
Enugu,2019,May,5,2019-05-01,143.55
Enugu,2021,Sep,9,2021-09-01,166.67
Enugu,2021,Oct,10,2021-10-01,168.83
Enugu,2021,Dec,12,2021-12-01,170.43
Enugu,2022,Jan,1,2022-01-01,168.67
Enugu,2022,Feb,2,2022-02-01,169.23
Enugu,2022,Mar,3,2022-03-01,218.33
Enugu,2022,Apr,4,2022-04-01,197.51
Enugu,2022,May,5,2022-05-01,182.79
Enugu,2022,Jun,6,2022-06-01,178.0
Enugu,2022,Jul,7,2022-07-01,197.14
Enugu,2022,Aug,8,2022-08-01,195.34
Enugu,2022,Sep,9,2022-09-01,196.67
Enugu,2022,Oct,10,2022-10-01,197.0
Enugu,2022,Nov,11,2022-11-01,215.71
Enugu,2022,Dec,12,2022-12-01,168.44
Enugu,2023,Jan,1,2023-01-01,313.12
Enugu,2023,Feb,2,2023-02-01,215.29
Enugu,2023,Mar,3,2023-03-01,309.0
